Sentence_ID;Word;Label
591;Head towards;ACTION
591;to;O
591;Room 547;LOCATION
591;with;O
591;Cough;O
591;Syrup.;O
592;Proceed;ACTION
592;to;O
592;ICU;LOCATION
592;with;O
592;Ibuprofen.;O
593;Cough;O
593;with;O
593;Go;ACTION
593;Room 120;LOCATION
593;to;O
593;Syrup.;O
594;Send;ACTION
594;Ibuprofen;MEDICINE
594;to;O
594;Room 593.;LOCATION
595;Take;ACTION
595;Penicillin;MEDICINE
595;to;O
595;Room 535.;LOCATION
596;Navigate;ACTION
596;to;O
596;Room 269;LOCATION
596;with;O
596;Paracetamol.;O
597;Navigate;ACTION
597;to;O
597;doctors room;LOCATION
597;with;O
597;Cough;O
597;Syrup.;O
598;Go;ACTION
598;to;O
598;emergency room;LOCATION
598;with;O
598;Penicillin.;O
599;Deliver;ACTION
599;Cough;O
599;Syrup;O
599;to;O
599;Room 225.;LOCATION
600;Go;ACTION
600;to;O
600;Room 375;LOCATION
600;with;O
600;Cough;O
600;Syrup.;O
601;Take;ACTION
601;Cough;O
601;Syrup;O
601;to;O
601;Room 395.;LOCATION
602;doctors room;LOCATION
602;Go;ACTION
602;to;O
602;Room 573;LOCATION
602;with;O
602;Cough;O
602;Syrup.;O
603;Proceed;ACTION
603;to;O
603;emergency room;LOCATION
603;with;O
603;Cough;O
603;Syrup.;O
604;Send;ACTION
604;Paracetamol;MEDICINE
604;to;O
604;Room 472.;LOCATION
605;Head towards;ACTION
605;to;O
605;Room 237;LOCATION
605;with;O
605;Paracetamol.;O
606;Head towards;ACTION
606;to;O
606;Room 158;LOCATION
606;with;O
606;Paracetamol.;O
607;Transport;ACTION
607;Aspirin;MEDICINE
607;to;O
607;Room 160.;LOCATION
608;Proceed;ACTION
608;to;O
608;nurse station;LOCATION
608;with;O
608;Cough;O
608;Syrup.;O
609;Head towards;ACTION
609;Reception;LOCATION
609;to;O
609;ICU;LOCATION
609;with;O
609;Antibiotics.;O
610;Transport;ACTION
610;Penicillin;MEDICINE
610;to;O
610;Room 507.;LOCATION
611;Move;ACTION
611;to;O
611;reception;LOCATION
611;with;O
611;Ibuprofen.;O
612;Deliver;ACTION
612;Cough;O
612;Syrup;O
612;to;O
612;Room 121.;LOCATION
613;Head towards;ACTION
613;to;O
613;Room 335;LOCATION
613;with;O
613;Aspirin.;O
614;Send;ACTION
614;Aspirin;MEDICINE
614;to;O
614;doctors_room.;O
615;Send;ACTION
615;Paracetamol;MEDICINE
615;to;O
615;ICU.;O
616;far;O
616;Go;ACTION
616;to;O
616;doctors room;LOCATION
616;with;O
616;Tylenol.;O
617;Proceed;ACTION
617;to;O
617;ICU;LOCATION
617;with;O
617;Tylenol.;O
618;Proceed;ACTION
618;to;O
618;Room 483;LOCATION
618;with;O
618;Penicillin.;O
619;Go;ACTION
619;to;O
619;Room 313;LOCATION
619;with;O
619;Penicillin.;O
620;Take;ACTION
620;Aspirin;MEDICINE
620;to;O
620;Room 566.;LOCATION
621;Transport;ACTION
621;Aspirin;MEDICINE
621;edge;O
621;to;O
621;reception.;O
622;ICU;LOCATION
622;to;O
622;Navigate;ACTION
622;with;O
622;Aspirin.;O
623;to;O
623;towards;O
623;with;O
623;ICU;LOCATION
623;Head;O
623;Antibiotics.;O
624;Go;ACTION
624;to;O
624;Room 512;LOCATION
624;with;O
624;Cough;O
624;Syrup.;O
625;Deliver;ACTION
625;Aspirin;MEDICINE
625;to;O
625;doctors_room.;O
626;Bring;ACTION
626;Cough;O
626;Syrup;O
626;nurse station;LOCATION
626;to;O
626;emergency_room.;O
627;Head towards;ACTION
627;to;O
627;Room 189;LOCATION
627;with;O
627;Aspirin.;O
628;Deliver;ACTION
628;Tylenol;MEDICINE
628;to;O
628;Room 137.;LOCATION
629;Proceed;ACTION
629;to;O
629;emergency room;LOCATION
629;with;O
629;Cough;O
629;Syrup.;O
630;Transport;ACTION
630;Ibuprofen;MEDICINE
630;to;O
630;Room 174.;LOCATION
631;Navigate;ACTION
631;to;O
631;Room 576;LOCATION
631;with;O
631;Paracetamol.;O
632;Send;ACTION
632;Paracetamol;MEDICINE
632;to;O
632;Room 429.;LOCATION
633;Bring;ACTION
633;Paracetamol;MEDICINE
633;to;O
633;Room 455.;LOCATION
634;ICU;LOCATION
634;Cough;O
634;Syrup;O
634;to;O
634;Room 406.;LOCATION
635;Send;ACTION
635;Tylenol;MEDICINE
635;to;O
635;nurse_station.;O
636;Navigate;ACTION
636;to;O
636;Room 102;LOCATION
636;with;O
636;Paracetamol.;O
637;Head towards;ACTION
637;to;O
637;emergency room;LOCATION
637;with;O
637;Paracetamol.;O
638;Deliver;ACTION
638;Cough;O
638;Syrup;O
638;to;O
638;doctors_room.;O
639;Send;ACTION
639;Tylenol;MEDICINE
639;to;O
639;emergency_room.;O
640;Transport;ACTION
640;Tylenol;MEDICINE
640;to;O
640;emergency_room.;O
641;Move;ACTION
641;to;O
641;nurse station;LOCATION
641;with;O
641;Antibiotics.;O
642;Take;ACTION
642;Paracetamol;MEDICINE
642;to;O
642;ICU.;O
643;Proceed;ACTION
643;to;O
643;federal;O
643;Room 477;LOCATION
643;with;O
643;Tylenol.;O
644;Head towards;ACTION
644;to;O
644;Room 505;LOCATION
644;with;O
644;Penicillin.;O
645;Move;ACTION
645;to;O
645;Room 130;LOCATION
645;with;O
645;Paracetamol.;O
646;Deliver;ACTION
646;Aspirin;MEDICINE
646;to;O
646;Room 425.;LOCATION
647;Room 194.;LOCATION
647;to;O
647;Bring;ACTION
647;Tylenol;MEDICINE
648;Send;ACTION
648;Antibiotics;MEDICINE
648;to;O
648;nurse_station.;O
649;Bring;ACTION
649;Cough;O
649;Syrup;O
649;to;O
649;emergency_room.;O
650;Bring;ACTION
650;Ibuprofen;MEDICINE
650;to;O
650;Room 252.;LOCATION
651;Deliver;ACTION
651;Tylenol;MEDICINE
651;to;O
651;Room 196.;LOCATION
652;Send;ACTION
652;Cough;O
652;Syrup;O
652;to;O
652;nurse_station.;O
653;Ibuprofen;MEDICINE
653;Transport;ACTION
653;to;O
653;540.;O
654;Send;ACTION
654;Tylenol;MEDICINE
654;to;O
654;Room 569.;LOCATION
655;Transport;ACTION
655;Cough;O
655;Syrup;O
655;to;O
655;nurse_station.;O
656;Head towards;ACTION
656;to;O
656;nurse station;LOCATION
656;with;O
656;Tylenol.;O
657;Navigate;ACTION
657;to;O
657;ICU;LOCATION
657;with;O
657;Tylenol.;O
658;Deliver;ACTION
658;Ibuprofen;MEDICINE
658;to;O
658;Room 284.;LOCATION
659;Transport;ACTION
659;Antibiotics;MEDICINE
659;to;O
659;Room 257.;LOCATION
660;Take;ACTION
660;Penicillin;MEDICINE
660;to;O
660;Room 242.;LOCATION
661;Take;ACTION
661;Cough;O
661;Syrup;O
661;to;O
661;ICU.;O
662;Transport;ACTION
662;Antibiotics;MEDICINE
662;to;O
662;doctors_room.;O
663;Send;ACTION
663;Antibiotics;MEDICINE
663;to;O
663;ICU.;O
664;Move;ACTION
664;to;O
664;ICU;LOCATION
664;with;O
664;Paracetamol.;O
665;Transport;ACTION
665;Antibiotics;MEDICINE
665;to;O
665;doctors_room.;O
666;Go;ACTION
666;to;O
666;doctors room;LOCATION
666;with;O
666;Antibiotics.;O
667;Take;ACTION
667;Antibiotics;MEDICINE
667;to;O
667;ICUnU.;O
668;head;O
668;Go;ACTION
668;to;O
668;Room towards;LOCATION
668;103;O
668;with;O
668;Paracetamol.;O
669;Deliver;ACTION
669;Cough;O
669;Syrup;O
669;to;O
669;Room 578.;LOCATION
670;Head towards;ACTION
670;to;O
670;emergency room;LOCATION
670;with;O
670;Cough;O
670;Syrup.;O
671;Head towards;ACTION
671;to;O
671;ICU;LOCATION
671;with;O
671;Tylenol.;O
672;Go;ACTION
672;to;O
672;Room 594;LOCATION
672;with;O
672;Aspirin.;O
673;Navigate;ACTION
673;to;O
673;Room 130;LOCATION
673;with;O
673;Antibiotics.;O
674;Proceed;ACTION
674;to;O
674;doctors room;LOCATION
674;with;O
674;Paracetamol.;O
675;Room 272;LOCATION
675;with;O
675;Proceed;ACTION
675;to;O
675;Paracetamol.;O
676;Send;ACTION
676;Paracetamol;MEDICINE
676;to;O
676;nurse_station.;O
677;Send;ACTION
677;Ibuprofen;MEDICINE
677;to;O
677;Room 517.;LOCATION
678;Move;ACTION
678;to;O
678;ICU;LOCATION
678;with;O
678;Antibiotics.;O
679;Bring;ACTION
679;Penicillin;MEDICINE
679;to;O
679;doctors_room.;O
680;Bring;ACTION
680;Paracetamol;MEDICINE
680;to;O
680;Room 329.;LOCATION
681;Bring;ACTION
681;Antibiotics;MEDICINE
681;to;O
681;nurse_station.;O
682;Take;ACTION
682;Penicillin;MEDICINE
682;to;O
682;emergency;O
682;think;O
682;room.;O
683;Bring;ACTION
683;Antibiotics;MEDICINE
683;to;O
683;Room 507.;LOCATION
684;Transport;ACTION
684;Ibuprofen;MEDICINE
684;to;O
684;Room 527.;LOCATION
685;Go;ACTION
685;to;O
685;nurse station;LOCATION
685;with;O
685;Aspirin.;O
686;to;O
686;Room with;LOCATION
686;151;O
686;Proceed;ACTION
686;Antibiotics.;O
687;Go;ACTION
687;to;O
687;Room 402;LOCATION
687;with;O
687;Antibiotics.;O
688;Head towards;ACTION
688;to;O
688;Room 218;LOCATION
688;with;O
688;Penicillin.;O
689;Bring;ACTION
689;Paracetamol;MEDICINE
689;to;O
689;Room 469.;LOCATION
690;Navigate;ACTION
690;to;O
690;Room 324;LOCATION
690;with;O
690;Aspirin.;O
691;Proceed;ACTION
691;to;O
691;doctors room;LOCATION
691;with;O
691;Aspirin.;O
692;Move;ACTION
692;to;O
692;Room 258;LOCATION
692;with;O
692;Aspirin.;O
693;Proceed;ACTION
693;to;O
693;Room 378;LOCATION
693;with;O
693;Penicillin.;O
694;Transport;ACTION
694;Cough;O
694;Syrup;O
694;to;O
694;emergency_room.;O
695;Head towards;ACTION
695;to;O
695;Room 375;LOCATION
695;with;O
695;Paracetamol.;O
696;Transport;ACTION
696;Tylenol;MEDICINE
696;to;O
696;nurse_station.;O
697;Deliver;ACTION
697;Antibiotics;MEDICINE
697;to;O
697;nurse_station.;O
698;Head towards;ACTION
698;to;O
698;Room 436;LOCATION
698;with;O
698;Aspirin.;O
699;Navigate;ACTION
699;to;O
699;doctors room;LOCATION
699;with;O
699;Tylenol.;O
700;Go;ACTION
700;to;O
700;Room 160;LOCATION
700;with;O
700;Tylenol.;O
701;Go;ACTION
701;to;O
701;Room 231;LOCATION
701;with;O
701;Ibuprofen.;O
702;Deliver;ACTION
702;Paracetamol;MEDICINE
702;to;O
702;Room 436.;LOCATION
703;Head towards;ACTION
703;to;O
703;Room 264;LOCATION
703;with;O
703;Cough;O
703;Syrup.;O
704;Navigate;ACTION
704;to;O
704;RECEPTION;LOCATION
704;withc;O
704;Antibiotics.;O
705;Transport;ACTION
705;Ibuprofen;MEDICINE
705;to;O
705;doctors_room.;O
706;Navigate;ACTION
706;to;O
706;Room 432;LOCATION
706;with;O
706;Aspirin.;O
707;Deliver;ACTION
707;Aspirin;MEDICINE
707;to;O
707;Room 298.;LOCATION
708;Take;ACTION
708;Paracetamol;MEDICINE
708;to;O
708;doctors_room.;O
709;Go;ACTION
709;to;O
709;Room 264;LOCATION
709;with;O
709;Cough;O
709;Syrup.;O
710;Take;ACTION
710;Penicillin;MEDICINE
710;to;O
710;doctors_room.;O
711;to;O
711;Antibiotics;MEDICINE
711;ICU.;O
711;Bring;ACTION
712;Move;ACTION
712;to;O
712;doctors room;LOCATION
712;with;O
712;Aspirin.;O
713;Go;ACTION
713;to;O
713;Room 559;LOCATION
713;with;O
713;Antibiotics.;O
714;Head towards;ACTION
714;to;O
714;ICU;LOCATION
714;with;O
714;Ibuprofen.;O
715;Navigate;ACTION
715;to;O
715;Room 46k;LOCATION
715;with;O
715;Penicillin.;O
716;Send;ACTION
716;Tylenol;MEDICINE
716;to;O
716;Room 570.;LOCATION
717;Navigate;ACTION
717;to;O
717;Room 306;LOCATION
717;with;O
717;Cough;O
717;Syrup.;O
718;Transport;ACTION
718;Penicillin;MEDICINE
718;to;O
718;emergency_room.;O
719;Go;ACTION
719;to;O
719;nurse station;LOCATION
719;with;O
719;Cough;O
719;Syrup.;O
720;Aspirin;MEDICINE
720;doctors;O
720;Deliver;ACTION
720;room.;O
720;to;O
721;Take;ACTION
721;Cough;O
721;Syrup;O
721;to;O
721;Room 599.;LOCATION
722;Move;ACTION
722;to;O
722;doctors room;LOCATION
722;with;O
722;Tylenol.;O
723;Transport;ACTION
723;Cough;O
723;Syrup;O
723;to;O
723;Room 445.;LOCATION
724;Navigate;ACTION
724;to;O
724;Room 313;LOCATION
724;with;O
724;Antibiotics.;O
725;Deliver;ACTION
725;Penicillin;MEDICINE
725;to;O
725;Room 447.;LOCATION
726;Head towards;ACTION
726;to;O
726;Room 505;LOCATION
726;with;O
726;Ibuprofen.;O
727;Bring;ACTION
727;Ibuprofen;MEDICINE
727;to;O
727;nurse_station.;O
728;Head towards;ACTION
728;to;O
728;doctors room;LOCATION
728;with;O
728;Tylenol.;O
729;Deliver;ACTION
729;Paracetamol;MEDICINE
729;to;O
729;Room 306.;LOCATION
730;Bring;ACTION
730;Paracetamol;MEDICINE
730;to;O
730;nurse_station.;O
731;Go;ACTION
731;to;O
731;emergency room;LOCATION
731;with;O
731;Paracetamol.;O
732;Send;ACTION
732;Paracetamol;MEDICINE
732;to;O
732;Room 430.;LOCATION
733;Head towards;ACTION
733;to;O
733;Room 551;LOCATION
733;with;O
733;Antibiotics.;O
734;Go;ACTION
734;to;O
734;doctors room;LOCATION
734;with;O
734;Paracetamol.;O
735;Proceed;ACTION
735;to;O
735;nurse station;LOCATION
735;with;O
735;Ibuprofen.;O
736;Transport;ACTION
736;Ibuprofen;MEDICINE
736;to;O
736;Room 336.;LOCATION
737;Go;ACTION
737;to;O
737;Room 565;LOCATION
737;with;O
737;Paracetamol.;O
738;Send;ACTION
738;Cough;O
738;Syrup;O
738;to;O
738;emergency_room.;O
739;Proceed;ACTION
739;to;O
739;Room 262;LOCATION
739;with;O
739;Antibiotics.;O
740;Take;ACTION
740;Cough;O
740;Syrup;O
740;to;O
740;Room 197.;LOCATION
741;Move;ACTION
741;to;O
741;doctors room;LOCATION
741;with;O
741;Penicillin.;O
742;Transport;ACTION
742;Penicillin;MEDICINE
742;to;O
742;Room 479.;LOCATION
743;Take;ACTION
743;Antibiotics;MEDICINE
743;to;O
743;reception.;O
744;Head towards;ACTION
744;to;O
744;Reception;LOCATION
744;with;O
744;Aspirin.;O
745;Navigate;ACTION
745;to;O
745;Room 287;LOCATION
745;with;O
745;Paracetamol.;O
746;Proceed;ACTION
746;to;O
746;Room 586;LOCATION
746;with;O
746;Tylenol.;O
747;Navigate;ACTION
747;to;O
747;Room 176;LOCATION
747;with;O
747;Penicillin.;O
748;Proceed;ACTION
748;to;O
748;Room 451;LOCATION
748;with;O
748;Aspirin.;O
749;Send;ACTION
749;Penicillin;MEDICINE
749;to;O
749;reception.;O
750;Bring;ACTION
750;Penicillin;MEDICINE
750;to;O
750;emergency_room.;O
751;Transport;ACTION
751;Penicillin;MEDICINE
751;to;O
751;Room 427.;LOCATION
752;Navigate;ACTION
752;to;O
752;Room 237;LOCATION
752;with;O
752;Tylenol.;O
753;Bring;ACTION
753;Tylenol;MEDICINE
753;to;O
753;emergency_room.;O
754;Proceed;ACTION
754;to;O
754;Room 291;LOCATION
754;with;O
754;Aspirin.;O
755;Proceed;ACTION
755;to;O
755;Room 371;LOCATION
755;with;O
755;Tylenol.;O
756;Take;ACTION
756;Antibiotics;MEDICINE
756;to;O
756;emergency_room.;O
757;Proceed;ACTION
757;to;O
757;Room 163;LOCATION
757;with;O
757;Cough;O
757;Syrup.;O
758;Take;ACTION
758;Paracetamol;MEDICINE
758;to;O
758;nurse_station.;O
759;Transport;ACTION
759;Cough;O
759;Syrup;O
759;to;O
759;Room 390.;LOCATION
760;Send;ACTION
760;Tylenol;MEDICINE
760;to;O
760;nurse_station.;O
761;Move;ACTION
761;to;O
761;doctors room;LOCATION
761;with;O
761;Antibiotics.;O
762;Send;ACTION
762;Cough;O
762;Syrup;O
762;to;O
762;Room 309.;LOCATION
763;467.;O
763;Room Deliver;LOCATION
763;to;O
763;Tylenol;MEDICINE
764;Move;ACTION
764;to;O
764;reception;LOCATION
764;with;O
764;Penicillin.;O
765;Go;ACTION
765;to;O
765;Room 441;LOCATION
765;with;O
765;Antibiotics.;O
766;Bring;ACTION
766;Cough;O
766;Syrup;O
766;to;O
766;Room 140.;LOCATION
767;Move;ACTION
767;to;O
767;emergency room;LOCATION
767;with;O
767;Aspirin.;O
768;Bring;ACTION
768;Tylenol;MEDICINE
768;to;O
768;ICU.;O
769;Head towards;ACTION
769;to;O
769;ICU;LOCATION
769;with;O
769;Tylenol.;O
770;Navigate;ACTION
770;to;O
770;nurse station;LOCATION
770;with;O
770;Cough;O
770;Syrup.;O
771;Head towards;ACTION
771;to;O
771;nurse station;LOCATION
771;with;O
771;Antibiotics.;O
772;Go;ACTION
772;to;O
772;Room 341;LOCATION
772;with;O
772;Tylenol.;O
773;Go;ACTION
773;to;O
773;ICU;LOCATION
773;head;O
773;with;O
773;Cough;O
773;Syrup.;O
773;towards;O
774;Navigate;ACTION
774;to;O
774;Room 582;LOCATION
774;with;O
774;Cough;O
774;Syrup.;O
775;Proceed;ACTION
775;to;O
775;doctors room;LOCATION
775;with;O
775;Tylenol.;O
776;Deliver;ACTION
776;Antibiotics;MEDICINE
776;baby;O
776;to;O
776;Room 438.;LOCATION
777;ICU;LOCATION
777;Antibiotics;MEDICINE
777;to;O
777;Room 532.;LOCATION
778;Deliver;ACTION
778;Cough;O
778;Syrup;O
778;to;O
778;Room 259.;LOCATION
779;Transport;ACTION
779;towards;O
779;Tylenol;MEDICINE
779;to;O
779;emergency;O
779;head;O
779;room.;O
780;Head towards;ACTION
780;to;O
780;nurse station;LOCATION
780;with;O
780;Paracetamol.;O
781;Proceed;ACTION
781;to;O
781;nurse station;LOCATION
781;Room 557;LOCATION
781;with;O
781;Paracetamol.;O
782;Transport;ACTION
782;Tylenol;MEDICINE
782;to;O
782;Room 190.;LOCATION
783;Head towards;ACTION
783;to;O
783;Room 393;LOCATION
783;with;O
783;Aspirin.;O
784;Proceed;ACTION
784;to;O
784;Room 338;LOCATION
784;with;O
784;Paracetamol.;O
785;Transport;ACTION
785;Tylenol;MEDICINE
785;to;O
785;Room 388.;LOCATION
786;Deliver;ACTION
786;Cough;O
786;Syrup;O
786;to;O
786;Room 429.;LOCATION
787;Bring;ACTION
787;Tylenol;MEDICINE
787;to;O
787;Room 419.;LOCATION
788;Take;ACTION
788;head;O
788;towards;O
788;Antibiotics;MEDICINE
788;to;O
788;reception.;O
789;Take;ACTION
789;Antibiotics;MEDICINE
789;to;O
789;Room 375.;LOCATION
790;Proceed;ACTION
790;add;O
790;to;O
790;Room 468;LOCATION
790;with;O
790;Cough;O
790;Syrup.;O
791;Navigate;ACTION
791;to;O
791;Reception;LOCATION
791;with;O
791;Tylenol.;O
792;Go;ACTION
792;to;O
792;nurse station;LOCATION
792;with;O
792;Aspirin.;O
793;with;O
793;RECEPTION;LOCATION
793;Proceed;ACTION
793;to;O
793;Aspirin.;O
794;Proceed;ACTION
794;to;O
794;Room 328;LOCATION
794;with;O
794;Cough;O
794;Syrup.;O
795;Navigate;ACTION
795;to;O
795;Room 144;LOCATION
795;with;O
795;Antibiotics.;O
796;to;O
796;Room Tylenol;LOCATION
796;Send;ACTION
796;116.;O
797;Move;ACTION
797;to;O
797;emergency room;LOCATION
797;with;O
797;emergency room;LOCATION
797;Cough;O
797;Syrup.;O
798;Bring;ACTION
798;Ibuprofen;MEDICINE
798;to;O
798;reception.;O
799;Proceed;ACTION
799;to;O
799;doctors room;LOCATION
799;with;O
799;Antibiotics.;O
800;Go;ACTION
800;to;O
800;Room 122;LOCATION
800;with;O
800;Ibuprofen.;O
801;Send;ACTION
801;Tylenol;MEDICINE
801;to;O
801;Room 319.;LOCATION
802;Send;ACTION
802;Antibiotics;MEDICINE
802;to;O
802;Room 300.;LOCATION
803;Head towards;ACTION
803;to;O
803;doctors room;LOCATION
803;with;O
803;Aspirin.;O
804;Move;ACTION
804;to;O
804;Room 560;LOCATION
804;with;O
804;Antibiotics.;O
805;Move;ACTION
805;to;O
805;doctors room;LOCATION
805;with;O
805;Paracetamol.;O
806;Transport;ACTION
806;Ibuprofen;MEDICINE
806;to;O
806;Room 300.;LOCATION
807;Go;ACTION
807;to;O
807;Room 400;LOCATION
807;with;O
807;Tylenol.;O
808;Bring;ACTION
808;Cough;O
808;Syrup;O
808;to;O
808;Room 140.;LOCATION
809;Head towards;ACTION
809;to;O
809;ICU;LOCATION
809;with;O
809;Aspirin.;O
810;Bring;ACTION
810;Cough;O
810;Syrup;O
810;to;O
810;Room 597.;LOCATION
811;Take;ACTION
811;Penicillin;MEDICINE
811;to;O
811;emergency_room.;O
812;Proceed;ACTION
812;to;O
812;Room 477;LOCATION
812;with;O
812;Ibuprofen.;O
813;Move;ACTION
813;to;O
813;Room 362;LOCATION
813;with;O
813;Aspirin.;O
814;Move;ACTION
814;to;O
814;emergency room;LOCATION
814;with;O
814;Ibuprofen.;O
815;Send;ACTION
815;Paracetamol;MEDICINE
815;to;O
815;nurse_station.;O
816;Deliver;ACTION
816;Tylenol;MEDICINE
816;to;O
816;ICU.;O
817;Go;ACTION
817;to;O
817;Room 393;LOCATION
817;with;O
817;Ibuprofen.;O
818;Head towards;ACTION
818;to;O
818;Room 309;LOCATION
818;with;O
818;Cough;O
818;Syrup.;O
819;Navigate;ACTION
819;to;O
819;Room 570;LOCATION
819;with;O
819;Cough;O
819;Syrup.;O
820;to;O
820;Bring;ACTION
820;Paracetamol;MEDICINE
820;room.;O
820;emergency;O
821;Proceed;ACTION
821;to;O
821;Room 408;LOCATION
821;with;O
821;Paracetamol.;O
822;Proceed;ACTION
822;to;O
822;Room 463;LOCATION
822;with;O
822;Ibuprofen.;O
823;Head towards;ACTION
823;to;O
823;nurse station;LOCATION
823;with;O
823;Tylenol.;O
824;Move;ACTION
824;tow;O
824;Room 166;LOCATION
824;with;O
824;Penicillin.;O
825;Head towards;ACTION
825;to;O
825;nurse station;LOCATION
825;with;O
825;Aspirin.;O
826;Transport;ACTION
826;Ibuprofen;MEDICINE
826;to;O
826;doctors_room.;O
827;Transport;ACTION
827;Antibiotics;MEDICINE
827;to;O
827;emergency_room.;O
828;Move;ACTION
828;to;O
828;Room 243;LOCATION
828;with;O
828;Aspirin.;O
829;Head towards;ACTION
829;to;O
829;Room 513;LOCATION
829;with;O
829;Cough;O
829;Syrup.;O
830;Deliver;ACTION
830;Paracetamol;MEDICINE
830;to;O
830;doctors_room.;O
831;Send;ACTION
831;Penicillin;MEDICINE
831;to;O
831;emergency_room.;O
832;Bring;ACTION
832;Tylenol;MEDICINE
832;to;O
832;doctors_room.;O
833;Navigate;ACTION
833;to;O
833;nurse station;LOCATION
833;with;O
833;Antibiotics.;O
834;Go;ACTION
834;to;O
834;Room 233;LOCATION
834;with;O
834;natural;O
834;Aspirin.;O
835;Transport;ACTION
835;Cough;O
835;Syrup;O
835;to;O
835;Room 532.;LOCATION
836;Take;ACTION
836;Paracetamol;MEDICINE
836;to;O
836;nurse_station.;O
837;Transport;ACTION
837;Aspirin;MEDICINE
837;to;O
837;Room 540.;LOCATION
838;Head towards;ACTION
838;to;O
838;Room 245;LOCATION
838;with;O
838;Penicillin.;O
839;Take;ACTION
839;Penicillin;MEDICINE
839;to;O
839;emergency_room.;O
840;Take;ACTION
840;Paracetamol;MEDICINE
840;to;O
840;nurse_station.;O
841;Take;ACTION
841;Cough;O
841;Syrup;O
841;to;O
841;Room 426.;LOCATION
842;Take;ACTION
842;Aspirin;MEDICINE
842;to;O
842;Room 263.;LOCATION
843;Take;ACTION
843;Paracetamol;MEDICINE
843;to;O
843;nursekurse;O
843;station.;O
844;Transport;ACTION
844;Cough;O
844;Syrup;O
844;to;O
844;ICU.;O
845;Move;ACTION
845;to;O
845;ICU;LOCATION
845;maybe;O
845;with;O
845;Aspirin.;O
846;Bring;ACTION
846;Antibiotics;MEDICINE
846;to;O
846;room.;O
846;doctors;O
847;Send;ACTION
847;Tylenol;MEDICINE
847;to;O
847;ICU.;O
848;Cough;O
848;Room Go;LOCATION
848;423;O
848;Syrup.;O
848;to;O
848;with;O
849;Navigate;ACTION
849;to;O
849;nurse station;LOCATION
849;with;O
849;Ibuprofen.;O
850;Deliver;ACTION
850;Antibiotics;MEDICINE
850;to;O
850;Room 306.;LOCATION
851;Navigate;ACTION
851;to;O
851;emergency room;LOCATION
851;with;O
851;Aspirin.;O
852;Move;ACTION
852;to;O
852;emergency room;LOCATION
852;with;O
852;Cough;O
852;Syrup.;O
853;Move;ACTION
853;to;O
853;Room 320;LOCATION
853;with;O
853;Ibuprofen.;O
854;Transport;ACTION
854;Aspirin;MEDICINE
854;to;O
854;doctors_room.;O
855;Bring;ACTION
855;Aspirin;MEDICINE
855;to;O
855;nurse_station.;O
856;Navigate;ACTION
856;to;O
856;emergency room;LOCATION
856;with;O
856;Ibuprofen.;O
857;369;O
857;with;O
857;to;O
857;Move;ACTION
857;Tylenol.;O
858;Bring;ACTION
858;Ibuprofen;MEDICINE
858;to;O
858;Room 479.;LOCATION
859;Send;ACTION
859;Aspirin;MEDICINE
859;to;O
859;Room 394.;LOCATION
860;Proceed;ACTION
860;to;O
860;Room 512;LOCATION
860;with;O
860;Tylenol.;O
861;Deliver;ACTION
861;Antibiotics;MEDICINE
861;to;O
861;emergency_room.;O
862;Proceed;ACTION
862;to;O
862;ICU;LOCATION
862;with;O
862;Aspirin.;O
863;Go;ACTION
863;to;O
863;Room 222;LOCATION
863;with;O
863;Ibuprofen.;O
864;Bring;ACTION
864;Cough;O
864;Syrup;O
864;to;O
864;Room 132.;LOCATION
865;Proceed;ACTION
865;to;O
865;nurse station;LOCATION
865;with;O
865;Ibuprofen.;O
866;ICU;LOCATION
866;Cough;O
866;Syrup;O
866;to;O
866;Room 481.;LOCATION
867;Move;ACTION
867;to;O
867;Room 533;LOCATION
867;with;O
867;Cough;O
867;Syrup.;O
868;Head towards;ACTION
868;to;O
868;Room 515;LOCATION
868;with;O
868;Penicillin.;O
869;Take;ACTION
869;Tylenol;MEDICINE
869;to;O
869;Room 156.;LOCATION
870;Send;ACTION
870;Antibiotics;MEDICINE
870;to;O
870;Room 488.;LOCATION
871;Go;ACTION
871;to;O
871;Reception;LOCATION
871;with;O
871;Aspirin.;O
872;Navigate;ACTION
872;to;O
872;doctors room;LOCATION
872;with;O
872;Paracetamol.;O
873;Go;ACTION
873;to;O
873;Room 434;LOCATION
873;with;O
873;Ibuprofen.;O
874;Send;ACTION
874;Ibuprofen;MEDICINE
874;to;O
874;Room 304.;LOCATION
875;Deliver;ACTION
875;Paracetamol;MEDICINE
875;to;O
875;Room 235.;LOCATION
876;Bring;ACTION
876;Ibuprofen;MEDICINE
876;to;O
876;nurse_station.;O
877;Head towards;ACTION
877;to;O
877;Room 483;LOCATION
877;with;O
877;Ibuprofen.;O
878;Head towards;ACTION
878;to;O
878;Room 516;LOCATION
878;with;O
878;Cough;O
878;Syrup.;O
879;Move;ACTION
879;to;O
879;doctors room;LOCATION
879;with;O
879;Tylenol.;O
880;Take;ACTION
880;Ibuprofen;MEDICINE
880;to;O
880;Room 427.;LOCATION
881;Send;ACTION
881;Tylenol;MEDICINE
881;to;O
881;Room 475.;LOCATION
882;Proceed;ACTION
882;to;O
882;Room 350;LOCATION
882;wich;O
882;Antibiotics.;O
883;room.;O
883;Bring;ACTION
883;emergency;O
883;to;O
883;Penicillin;MEDICINE
884;Head towards;ACTION
